Telemetry_ID,Timestamp,Equipment_ID,Latitude,Longitude,Speed,Operating_Hours,Engine_Hours,Idle_Hours,Fuel_Used_Total,Fuel_Used_Last_24H,Fuel_Remaining_Percentage,DEF_Remaining_Percentage,Engine_Condition,Load_Count,Payload_Total,Diagnostic_Trouble_Code,GPS_Status,Ignition_Status
TEL-12949,2026-06-22 06:00:00,EQ-1034,38.584101,-121.491176,0.0,1968.8,1968.8,658.5,26087.1,2.4,89.7,75.1,GOOD,21,263.7,,ONLINE,OFF
TEL-12950,2026-06-22 06:30:00,EQ-1034,38.584101,-121.491176,0.0,1968.8,1968.8,658.5,26087.2,2.4,89.7,75.0,WARNING,21,263.7,P0087,ONLINE,OFF
TEL-12951,2026-06-22 07:00:00,EQ-1034,38.58266,-121.490679,25.9,1969.3,1969.3,658.6,26094.3,169.0,86.9,74.9,WARNING,21,277.9,P0420,ONLINE,ON
TEL-12952,2026-06-22 07:30:00,EQ-1034,38.58546,-121.491677,9.6,1969.8,1969.8,658.7,26099.0,115.0,85.0,74.8,GOOD,22,291.8,,ONLINE,ON
TEL-12953,2026-06-22 08:00:00,EQ-1034,38.588708,-121.49277,16.5,1970.3,1970.3,658.8,26106.7,184.1,81.9,74.7,GOOD,22,305.2,,ONLINE,ON
TEL-12954,2026-06-22 08:30:00,EQ-1034,38.582105,-121.492531,23.6,1970.8,1970.8,658.9,26113.0,150.0,79.4,74.6,GOOD,22,314.6,,ONLINE,ON
TEL-12955,2026-06-22 09:00:00,EQ-1034,38.584101,-121.491176,0.0,1970.8,1970.8,658.9,26113.1,2.4,79.4,74.5,GOOD,22,314.6,,ONLINE,OFF
TEL-12956,2026-06-22 09:30:00,EQ-1034,38.584101,-121.491176,0.0,1970.8,1970.8,658.9,26113.2,2.4,79.3,74.4,GOOD,22,314.6,,ONLINE,OFF
TEL-12957,2026-06-22 10:00:00,EQ-1034,38.582095,-121.487099,4.9,1971.3,1971.3,659.0,26117.4,102.5,77.6,74.3,GOOD,22,326.7,,ONLINE,ON
TEL-12958,2026-06-22 10:30:00,EQ-1034,38.583733,-121.495919,28.7,1971.8,1971.8,659.5,26124.0,156.5,75.0,74.2,GOOD,22,329.5,,ONLINE,ON
TEL-12959,2026-06-22 11:00:00,EQ-1034,38.589021,-121.487395,24.7,1972.3,1972.3,660.0,26130.8,165.4,72.3,74.1,GOOD,22,344.5,,ONLINE,ON
TEL-12960,2026-06-22 11:30:00,EQ-1034,38.579986,-121.490659,11.9,1972.8,1972.8,660.1,26137.1,151.2,69.7,74.0,WARNING,23,353.1,P0562,ONLINE,ON
TEL-12961,2026-06-22 12:00:00,EQ-1034,38.579986,-121.488171,4.5,1973.3,1973.3,660.6,26144.8,184.8,66.7,73.9,GOOD,24,353.2,,ONLINE,ON
TEL-12962,2026-06-22 12:30:00,EQ-1034,38.588875,-121.493556,21.8,1973.8,1973.8,660.7,26149.7,115.7,64.7,73.8,GOOD,24,362.2,,ONLINE,ON
TEL-12963,2026-06-22 13:00:00,EQ-1034,38.584037,-121.493272,16.6,1974.3,1974.3,661.2,26155.5,140.4,62.4,73.7,GOOD,24,371.5,,ONLINE,ON
TEL-12964,2026-06-22 13:30:00,EQ-1034,38.584101,-121.491176,0.0,1974.3,1974.3,661.2,26155.6,2.4,62.3,73.6,GOOD,24,371.5,,ONLINE,OFF
TEL-12965,2026-06-22 14:00:00,EQ-1034,38.584101,-121.491176,0.0,1974.3,1974.3,661.2,26155.7,2.4,62.3,73.5,GOOD,24,371.5,,ONLINE,OFF
TEL-12966,2026-06-22 14:30:00,EQ-1034,38.587346,-121.495099,25.6,1974.8,1974.8,661.3,26160.9,125.0,60.2,73.4,GOOD,24,381.6,,ONLINE,ON
TEL-12967,2026-06-22 15:00:00,EQ-1034,38.586705,-121.487366,15.3,1975.3,1975.3,661.5,26165.8,115.9,58.3,73.3,GOOD,24,395.3,,ONLINE,ON
TEL-12968,2026-06-22 15:30:00,EQ-1034,38.58798,-121.488244,30.4,1975.8,1975.8,662.0,26171.9,148.6,55.8,73.2,GOOD,24,397.0,,ONLINE,ON
TEL-12969,2026-06-22 16:00:00,EQ-1034,38.581736,-121.492497,27.9,1976.3,1976.3,662.5,26179.5,181.2,52.8,73.1,WARNING,25,408.5,P0300,ONLINE,ON
TEL-12970,2026-06-22 16:30:00,EQ-1034,38.583693,-121.493915,29.4,1976.8,1976.8,662.5,26186.3,163.4,50.1,73.0,GOOD,26,408.9,,ONLINE,ON
TEL-12971,2026-06-22 17:00:00,EQ-1034,38.588867,-121.495627,18.7,1977.3,1977.3,662.7,26190.7,104.9,48.3,72.9,GOOD,26,423.2,,ONLINE,ON
TEL-12972,2026-06-22 17:30:00,EQ-1034,38.579238,-121.490238,21.1,1977.8,1977.8,662.8,26194.9,101.8,46.6,72.8,GOOD,27,429.2,,ONLINE,ON
TEL-12973,2026-06-22 18:00:00,EQ-1034,38.579394,-121.495095,30.5,1978.3,1978.3,663.3,26202.0,169.4,43.8,72.7,GOOD,27,437.9,,ONLINE,ON
TEL-12974,2026-06-22 18:30:00,EQ-1034,38.584101,-121.491176,0.0,1978.3,1978.3,663.3,26202.1,2.4,43.8,72.6,GOOD,27,437.9,,ONLINE,OFF
TEL-12975,2026-06-22 19:00:00,EQ-1034,38.584101,-121.491176,0.0,1978.3,1978.3,663.3,26202.2,2.4,43.7,72.5,GOOD,27,437.9,,ONLINE,OFF
TEL-12976,2025-10-04 08:00:00,EQ-1022,38.103356,-122.214039,8.8,2446.3,2446.3,510.4,42294.1,140.9,92.7,81.6,GOOD,0,0.0,,ONLINE,ON
TEL-12977,2025-10-04 08:30:00,EQ-1022,37.782718,-122.416048,20.4,2446.8,2446.8,510.4,42299.3,126.5,90.5,81.5,GOOD,1,7.8,,ONLINE,ON
TEL-12978,2025-10-04 09:00:00,EQ-1022,37.778989,-122.419364,26.9,2447.3,2447.3,510.6,42307.0,183.4,87.5,81.4,GOOD,1,8.3,,ONLINE,ON
TEL-12979,2025-10-04 09:30:00,EQ-1022,37.779332,-122.420194,15.9,2447.8,2447.8,510.7,42312.6,135.6,85.2,81.3,GOOD,1,10.3,,ONLINE,ON
TEL-12980,2025-10-04 10:00:00,EQ-1022,37.777626,-122.419856,5.9,2448.3,2448.3,510.8,42318.9,151.2,82.7,81.2,WARNING,2,22.3,P0017,ONLINE,ON
TEL-12981,2025-10-04 10:30:00,EQ-1022,37.775709,-122.420849,8.3,2448.8,2448.8,511.3,42324.2,126.0,80.6,81.1,GOOD,2,35.2,,ONLINE,ON
TEL-12982,2025-10-04 11:00:00,EQ-1022,37.780025,-122.41999,0.0,2448.8,2448.8,511.3,42324.3,2.4,80.6,81.0,GOOD,2,35.2,,ONLINE,OFF
TEL-12983,2025-10-04 11:30:00,EQ-1022,37.780033,-122.422522,13.5,2449.3,2449.3,511.4,42329.7,129.6,78.4,80.9,GOOD,2,42.7,,ONLINE,ON
TEL-12984,2025-10-04 12:00:00,EQ-1022,37.781885,-122.422182,11.2,2449.8,2449.8,511.9,42334.8,123.8,76.3,80.8,GOOD,3,43.1,,ONLINE,ON
TEL-12985,2025-10-04 12:30:00,EQ-1022,37.776547,-122.417236,2.7,2450.3,2450.3,512.4,42341.2,153.6,73.8,80.7,GOOD,4,56.7,,ONLINE,ON
TEL-12986,2025-10-04 13:00:00,EQ-1022,37.778931,-122.419686,24.9,2450.8,2450.8,512.5,42348.3,169.4,71.0,80.6,GOOD,5,69.3,,ONLINE,ON
TEL-12987,2025-10-04 13:30:00,EQ-1022,37.779089,-122.415803,3.2,2451.3,2451.3,512.6,42352.4,98.9,69.3,80.5,GOOD,6,81.4,,ONLINE,ON
TEL-12988,2025-10-04 14:00:00,EQ-1022,37.780645,-122.423102,30.3,2451.8,2451.8,512.7,42357.4,119.0,67.3,80.4,GOOD,6,91.8,,ONLINE,ON
TEL-12989,2025-10-04 14:30:00,EQ-1022,37.783138,-122.419051,18.3,2452.3,2452.3,512.8,42363.7,151.4,64.8,80.3,GOOD,7,100.4,,ONLINE,ON
TEL-12990,2025-10-04 15:00:00,EQ-1022,37.783472,-122.423686,29.6,2452.8,2452.8,513.0,42369.6,141.6,62.4,80.2,GOOD,7,106.6,,ONLINE,ON
TEL-12991,2025-10-04 15:30:00,EQ-1022,37.780025,-122.41999,0.0,2452.8,2452.8,513.0,42369.7,2.4,62.4,80.1,GOOD,7,106.6,,ONLINE,OFF
TEL-12992,2025-10-04 16:00:00,EQ-1022,37.778155,-122.423815,12.4,2453.3,2453.3,513.1,42376.5,163.0,59.7,80.0,GOOD,7,112.9,,ONLINE,ON
TEL-12993,2025-10-04 16:30:00,EQ-1022,37.780025,-122.41999,0.0,2453.3,2453.3,513.1,42376.6,2.4,59.6,79.9,WARNING,7,112.9,P0562,ONLINE,OFF
TEL-12994,2025-10-04 17:00:00,EQ-1022,37.778403,-122.42094,17.6,2453.8,2453.8,513.1,42383.3,161.5,57.0,79.8,WARNING,8,121.3,P0562,ONLINE,ON
TEL-12995,2025-10-04 17:30:00,EQ-1022,37.783029,-122.421856,32.4,2454.3,2454.3,513.6,42389.8,156.0,54.4,79.7,GOOD,8,130.9,,ONLINE,ON
TEL-12996,2025-10-04 18:00:00,EQ-1022,37.780573,-122.418395,24.4,2454.8,2454.8,513.8,42397.3,178.6,51.4,79.6,WARNING,9,140.5,P0087,ONLINE,ON
TEL-12997,2025-10-04 18:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42397.4,2.4,51.3,79.5,GOOD,9,140.5,,ONLINE,OFF
TEL-12998,2025-10-04 19:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42397.5,2.4,51.3,79.4,GOOD,9,140.5,,ONLINE,OFF
TEL-12999,2025-10-04 19:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42397.6,2.4,51.3,79.3,GOOD,9,140.5,,ONLINE,OFF
TEL-13000,2025-10-04 20:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42397.7,2.4,51.2,79.2,GOOD,9,140.5,,ONLINE,OFF
TEL-13001,2025-10-04 20:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42397.8,2.4,51.2,79.1,GOOD,9,140.5,,ONLINE,OFF
TEL-13002,2025-10-04 21:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42397.8,2.4,51.1,79.0,GOOD,9,140.5,,ONLINE,OFF
TEL-13003,2025-10-04 21:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42397.9,2.4,51.1,78.9,GOOD,9,140.5,,ONLINE,OFF
TEL-13004,2025-10-04 22:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42398.0,2.4,51.1,78.8,GOOD,9,140.5,,ONLINE,OFF
TEL-13005,2025-10-04 22:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42398.1,2.4,51.0,78.7,GOOD,9,140.5,,ONLINE,OFF
TEL-13006,2025-10-04 23:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42398.2,2.4,51.0,78.6,GOOD,9,140.5,,ONLINE,OFF
TEL-13007,2025-10-04 23:30:00,EQ-1022,38.070652,-122.101837,0.0,2454.8,2454.8,513.8,42398.3,2.4,50.9,78.5,GOOD,9,140.5,,ONLINE,OFF
TEL-13008,2025-10-05 00:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42398.4,2.4,50.9,78.4,WARNING,9,140.5,P0562,ONLINE,OFF
TEL-13009,2025-10-05 00:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42398.5,2.4,50.9,78.3,GOOD,9,140.5,,ONLINE,OFF
TEL-13010,2025-10-05 01:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42398.6,2.4,50.8,78.2,GOOD,9,140.5,,ONLINE,OFF
TEL-13011,2025-10-05 01:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42398.7,2.4,50.8,78.1,GOOD,9,140.5,,ONLINE,OFF
TEL-13012,2025-10-05 02:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42398.8,2.4,50.7,78.0,GOOD,9,140.5,,ONLINE,OFF
TEL-13013,2025-10-05 02:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42398.9,2.4,50.7,77.9,GOOD,9,140.5,,ONLINE,OFF
TEL-13014,2025-10-05 03:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42399.0,2.4,50.7,77.8,GOOD,9,140.5,,ONLINE,OFF
TEL-13015,2025-10-05 03:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42399.1,2.4,50.6,77.7,WARNING,9,140.5,P0017,ONLINE,OFF
TEL-13016,2025-10-05 04:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42399.2,2.4,50.6,77.6,GOOD,9,140.5,,ONLINE,OFF
TEL-13017,2025-10-05 04:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42399.3,2.4,50.5,77.5,GOOD,9,140.5,,ONLINE,OFF
TEL-13018,2025-10-05 05:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42399.4,2.4,50.5,77.4,GOOD,9,140.5,,ONLINE,OFF
TEL-13019,2025-10-05 05:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42399.5,2.4,50.5,77.3,GOOD,9,140.5,,ONLINE,OFF
TEL-13020,2025-10-05 06:00:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42399.6,2.4,50.4,77.2,GOOD,9,140.5,,ONLINE,OFF
TEL-13021,2025-10-05 06:30:00,EQ-1022,37.780025,-122.41999,0.0,2454.8,2454.8,513.8,42399.7,2.4,50.4,77.1,GOOD,9,140.5,,ONLINE,OFF
TEL-13022,2025-10-05 07:00:00,EQ-1022,37.777787,-122.417256,11.2,2455.3,2455.3,513.9,42404.3,108.7,48.6,77.0,GOOD,10,148.0,,ONLINE,ON
TEL-13023,2025-10-05 07:30:00,EQ-1022,37.775635,-122.420615,2.6,2455.8,2455.8,513.9,42409.5,125.5,46.5,76.9,GOOD,10,151.3,,ONLINE,ON
TEL-13024,2025-10-05 08:00:00,EQ-1022,37.777252,-122.424889,15.1,2456.3,2456.3,514.0,42414.2,112.6,44.6,76.8,GOOD,11,162.6,,ONLINE,ON
TEL-13025,2025-10-05 08:30:00,EQ-1022,37.778453,-122.418517,27.7,2456.8,2456.8,514.5,42419.7,132.5,42.4,76.7,GOOD,11,164.5,,ONLINE,ON
TEL-13026,2025-10-05 09:00:00,EQ-1022,37.783431,-122.416193,9.0,2457.3,2457.3,514.6,42427.6,190.3,39.2,76.6,GOOD,11,167.4,,ONLINE,ON
TEL-13027,2025-10-05 09:30:00,EQ-1022,37.782758,-122.417282,10.0,2457.8,2457.8,514.6,42433.8,147.1,36.8,76.5,GOOD,11,174.9,,ONLINE,ON
TEL-13028,2025-10-05 10:00:00,EQ-1022,37.782693,-122.418,13.5,2458.3,2458.3,514.7,42438.7,118.3,34.8,76.4,GOOD,12,177.0,,ONLINE,ON
TEL-13029,2025-10-05 10:30:00,EQ-1022,37.777357,-122.417373,32.9,2458.8,2458.8,515.2,42445.7,167.3,32.0,76.3,GOOD,12,185.0,,OFFLINE,ON
TEL-13030,2025-10-05 11:00:00,EQ-1022,37.775151,-122.420343,23.1,2459.3,2459.3,515.3,42452.3,157.9,29.4,76.2,GOOD,13,196.3,,ONLINE,ON
TEL-13031,2025-10-05 11:30:00,EQ-1022,37.781303,-122.422032,6.2,2459.8,2459.8,515.4,42457.8,133.0,27.2,76.1,GOOD,13,197.7,,OFFLINE,ON
TEL-13032,2025-10-05 12:00:00,EQ-1022,37.777088,-122.423535,25.1,2460.3,2460.3,515.5,42464.5,160.1,24.5,76.0,GOOD,14,205.5,,ONLINE,ON
TEL-13033,2025-10-05 12:30:00,EQ-1022,37.775405,-122.418958,9.1,2460.8,2460.8,515.5,42472.4,191.3,21.3,75.9,GOOD,14,215.7,,ONLINE,ON
TEL-13034,2025-10-05 13:00:00,EQ-1022,37.783268,-122.420784,14.6,2461.3,2461.3,516.0,42476.8,105.1,19.6,75.8,GOOD,14,217.6,,ONLINE,ON
TEL-13035,2025-10-05 13:30:00,EQ-1022,37.779058,-122.420413,16.7,2461.8,2461.8,516.2,42482.9,146.4,17.1,75.7,GOOD,15,230.0,,ONLINE,ON
TEL-13036,2025-10-05 14:00:00,EQ-1022,37.783931,-122.42498,19.8,2462.3,2462.3,516.7,42489.2,149.8,14.6,75.6,GOOD,16,235.7,,ONLINE,ON
TEL-13037,2025-10-05 14:30:00,EQ-1022,37.781792,-122.420844,13.1,2462.8,2462.8,516.7,42496.8,183.1,11.6,75.5,GOOD,17,235.8,,ONLINE,ON
TEL-13038,2025-10-05 15:00:00,EQ-1022,37.777009,-122.420291,13.8,2463.3,2463.3,516.8,42502.2,130.8,9.4,75.4,GOOD,17,236.0,,ONLINE,ON
TEL-13039,2025-10-05 15:30:00,EQ-1022,37.776702,-122.417632,28.7,2463.8,2463.8,516.9,42508.9,160.6,6.7,75.3,GOOD,17,238.6,,ONLINE,ON
TEL-13040,2025-10-05 16:00:00,EQ-1022,37.778939,-122.417021,11.8,2464.3,2464.3,517.0,42513.8,116.6,98.0,75.2,GOOD,18,244.5,,ONLINE,ON
TEL-13041,2025-10-05 16:30:00,EQ-1022,37.780025,-122.41999,0.0,2464.3,2464.3,517.0,42513.9,2.4,98.0,75.1,GOOD,18,244.5,,OFFLINE,OFF
TEL-13042,2025-10-05 17:00:00,EQ-1022,37.780166,-122.41885,27.1,2464.8,2464.8,517.1,42520.2,150.7,95.4,75.0,GOOD,19,256.4,,ONLINE,ON
TEL-13043,2025-10-05 17:30:00,EQ-1022,37.784178,-122.417278,22.5,2465.3,2465.3,517.6,42525.0,115.0,93.5,74.9,GOOD,19,256.6,,ONLINE,ON
TEL-13044,2025-10-05 18:00:00,EQ-1022,37.778026,-122.415848,18.5,2465.8,2465.8,518.1,42530.0,122.2,91.5,74.8,GOOD,20,268.1,,ONLINE,ON
TEL-13045,2025-10-05 18:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42530.1,2.4,91.5,74.7,GOOD,20,268.1,,ONLINE,OFF
TEL-13046,2025-10-05 19:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42530.2,2.4,91.4,74.6,GOOD,20,268.1,,ONLINE,OFF
TEL-13047,2025-10-05 19:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42530.3,2.4,91.4,74.5,GOOD,20,268.1,,ONLINE,OFF
TEL-13048,2025-10-05 20:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42530.4,2.4,91.3,74.4,GOOD,20,268.1,,ONLINE,OFF
TEL-13049,2025-10-05 20:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42530.5,2.4,91.3,74.3,GOOD,20,268.1,,ONLINE,OFF
TEL-13050,2025-10-05 21:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42530.6,2.4,91.3,74.2,WARNING,20,268.1,P0087,ONLINE,OFF
TEL-13051,2025-10-05 21:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42530.7,2.4,91.2,74.1,GOOD,20,268.1,,ONLINE,OFF
TEL-13052,2025-10-05 22:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42530.8,2.4,91.2,74.0,GOOD,20,268.1,,ONLINE,OFF
TEL-13053,2025-10-05 22:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42530.9,2.4,91.1,73.9,GOOD,20,268.1,,ONLINE,OFF
TEL-13054,2025-10-05 23:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42531.0,2.4,91.1,73.8,GOOD,20,268.1,,ONLINE,OFF
TEL-13055,2025-10-05 23:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42531.1,2.4,91.1,73.7,WARNING,20,268.1,P0420,ONLINE,OFF
TEL-13056,2025-10-06 00:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42531.2,2.4,91.0,73.6,GOOD,20,268.1,,ONLINE,OFF
TEL-13057,2025-10-06 00:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42531.3,2.4,91.0,73.5,GOOD,20,268.1,,ONLINE,OFF
TEL-13058,2025-10-06 01:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42531.4,2.4,90.9,73.4,GOOD,20,268.1,,ONLINE,OFF
TEL-13059,2025-10-06 01:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42531.5,2.4,90.9,73.3,GOOD,20,268.1,,ONLINE,OFF
TEL-13060,2025-10-06 02:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42531.6,2.4,90.9,73.2,GOOD,20,268.1,,ONLINE,OFF
TEL-13061,2025-10-06 02:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42531.7,2.4,90.8,73.1,GOOD,20,268.1,,ONLINE,OFF
TEL-13062,2025-10-06 03:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42531.8,2.4,90.8,73.0,GOOD,20,268.1,,ONLINE,OFF
TEL-13063,2025-10-06 03:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42531.9,2.4,90.7,72.9,GOOD,20,268.1,,ONLINE,OFF
TEL-13064,2025-10-06 04:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42532.0,2.4,90.7,72.8,GOOD,20,268.1,,ONLINE,OFF
TEL-13065,2025-10-06 04:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42532.1,2.4,90.7,72.7,WARNING,20,268.1,P0420,ONLINE,OFF
TEL-13066,2025-10-06 05:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42532.2,2.4,90.6,72.6,GOOD,20,268.1,,ONLINE,OFF
TEL-13067,2025-10-06 05:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42532.3,2.4,90.6,72.5,GOOD,20,268.1,,ONLINE,OFF
TEL-13068,2025-10-06 06:00:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42532.4,2.4,90.5,72.4,WARNING,20,268.1,P0562,ONLINE,OFF
TEL-13069,2025-10-06 06:30:00,EQ-1022,37.780025,-122.41999,0.0,2465.8,2465.8,518.1,42532.5,2.4,90.5,72.3,GOOD,20,268.1,,ONLINE,OFF
TEL-13070,2025-10-06 07:00:00,EQ-1022,37.783155,-122.416884,26.0,2466.3,2466.3,518.6,42538.0,130.1,88.3,72.2,GOOD,21,269.3,,ONLINE,ON
TEL-13071,2025-10-06 07:30:00,EQ-1022,37.784504,-122.419016,24.0,2466.8,2466.8,519.1,42542.0,96.7,86.7,72.1,GOOD,22,269.6,,OFFLINE,ON
TEL-13072,2025-10-06 08:00:00,EQ-1022,37.780025,-122.41999,0.0,2466.8,2466.8,519.1,42542.1,2.4,86.7,72.0,WARNING,22,269.6,P0420,ONLINE,OFF
TEL-13073,2025-10-06 08:30:00,EQ-1022,37.782742,-122.422338,8.8,2467.3,2467.3,519.2,42546.6,109.0,84.9,71.9,GOOD,23,282.7,,ONLINE,ON
TEL-13074,2025-10-06 09:00:00,EQ-1022,37.780434,-122.421103,32.7,2467.8,2467.8,519.3,42552.0,129.6,82.7,71.8,GOOD,23,296.3,,ONLINE,ON
TEL-13075,2025-10-06 09:30:00,EQ-1022,37.783327,-122.415558,26.6,2468.3,2468.3,519.4,42559.7,184.1,79.6,71.7,GOOD,23,298.1,,ONLINE,ON
TEL-13076,2025-10-06 10:00:00,EQ-1022,37.78366,-122.417885,29.5,2468.8,2468.8,519.9,42564.0,103.9,77.9,71.6,GOOD,23,301.0,,ONLINE,ON
TEL-13077,2025-10-06 10:30:00,EQ-1022,37.779317,-122.423484,14.1,2469.3,2469.3,520.0,42570.0,143.5,75.5,71.5,GOOD,24,309.3,,ONLINE,ON
TEL-13078,2025-10-06 11:00:00,EQ-1022,37.781358,-122.419283,25.3,2469.8,2469.8,520.1,42577.4,177.1,72.6,71.4,GOOD,25,309.8,,ONLINE,ON
TEL-13079,2025-10-06 11:30:00,EQ-1022,37.782885,-122.41723,4.6,2470.3,2470.3,520.2,42584.6,172.1,69.7,71.3,GOOD,26,313.6,,OFFLINE,ON
TEL-13080,2025-10-06 12:00:00,EQ-1022,37.784095,-122.422423,15.7,2470.8,2470.8,520.7,42590.7,147.8,67.2,71.2,GOOD,27,322.1,,ONLINE,ON
TEL-13081,2025-10-06 12:30:00,EQ-1022,37.778349,-122.415903,20.9,2471.3,2471.3,520.9,42594.8,97.2,65.6,71.1,GOOD,28,326.0,,ONLINE,ON
TEL-13082,2025-10-06 13:00:00,EQ-1022,37.78074,-122.424584,21.8,2471.8,2471.8,521.4,42601.2,155.3,63.0,71.0,GOOD,29,328.1,,ONLINE,ON
TEL-13083,2025-10-06 13:30:00,EQ-1022,37.776816,-122.41651,3.0,2472.3,2472.3,521.5,42608.7,178.6,60.0,70.9,GOOD,30,339.4,,ONLINE,ON
TEL-13084,2025-10-06 14:00:00,EQ-1022,37.779979,-122.419746,31.0,2472.8,2472.8,521.5,42613.1,105.1,58.3,70.8,GOOD,31,352.8,,ONLINE,ON
TEL-13085,2025-10-06 14:30:00,EQ-1022,37.783091,-122.415417,32.0,2473.3,2473.3,522.0,42620.2,171.1,55.4,70.7,WARNING,32,359.3,P0300,ONLINE,ON
TEL-13086,2025-10-06 15:00:00,EQ-1022,37.781338,-122.417129,12.5,2473.8,2473.8,522.1,42628.0,186.2,52.3,70.6,GOOD,33,365.0,,ONLINE,ON
TEL-13087,2025-10-06 15:30:00,EQ-1022,37.779997,-122.423669,26.7,2474.3,2474.3,522.2,42632.6,111.1,50.5,70.5,WARNING,33,370.1,P0087,ONLINE,ON
TEL-13088,2025-10-06 16:00:00,EQ-1022,37.778114,-122.421085,26.6,2474.8,2474.8,522.2,42637.9,126.7,48.4,70.4,WARNING,33,375.2,P0087,ONLINE,ON
TEL-13089,2025-10-06 16:30:00,EQ-1022,37.776215,-122.422268,22.8,2475.3,2475.3,522.4,42643.2,127.7,46.2,70.3,GOOD,33,379.5,,ONLINE,ON
TEL-13090,2025-10-06 17:00:00,EQ-1022,37.783807,-122.422281,7.4,2475.8,2475.8,522.5,42647.2,96.7,44.6,70.2,GOOD,34,393.1,,ONLINE,ON
TEL-13091,2025-10-06 17:30:00,EQ-1022,37.777677,-122.415921,4.9,2476.3,2476.3,522.6,42653.4,147.6,42.2,70.1,GOOD,35,402.0,,ONLINE,ON
TEL-13092,2025-10-06 18:00:00,EQ-1022,37.776498,-122.424063,24.9,2476.8,2476.8,522.8,42657.8,105.4,40.4,70.0,GOOD,35,409.5,,ONLINE,ON
TEL-13093,2025-10-06 18:30:00,EQ-1022,37.778463,-122.420358,33.7,2477.3,2477.3,522.9,42662.4,110.4,38.6,69.9,GOOD,35,419.7,,ONLINE,ON
